,문서 번호,리뷰 데이터,Token,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
39,39,괜히 일찍 봤어... 일주일 기다리는 게 너무 고비잖아.... 우석쿤.....ㅠㅠㅠ,"['고비', '우석']",21,0.5192,"[(0, 0.019230898), (1, 0.019230898), (2, 0.019230898), (3, 0.019230898), (4, 0.019230898), (5, 0.019230898), (6, 0.019230898), (7, 0.019230898), (8, 0.019230898), (9, 0.019230898), (10, 0.019230898), (11, 0.019230898), (12, 0.019230898), (13, 0.019230898), (14, 0.019230898), (15, 0.019230898), (16, 0.019230898), (17, 0.019230898), (18, 0.019230898), (19, 0.019230898), (20, 0.019230898), (21, 0.5192275), (22, 0.019230898), (23, 0.019230898), (24, 0.019230898), (25, 0.019230898)]"
40,40,김영수 캐릭터의 소비가 너무 황당함,"['김영수', '캐릭터', '소비']",16,0.3462,"[(0, 0.012820639), (1, 0.012820639), (2, 0.012820639), (3, 0.012820639), (4, 0.012820639), (5, 0.012820639), (6, 0.012820639), (7, 0.012820639), (8, 0.012820639), (9, 0.012820639), (10, 0.012820639), (11, 0.012820639), (12, 0.012820639), (13, 0.012820639), (14, 0.012820639), (15, 0.012820639), (16, 0.34615573), (17, 0.012820639), (18, 0.012820639), (19, 0.34614897), (20, 0.012820639), (21, 0.012820639), (22, 0.012820639), (23, 0.012820639), (24, 0.012820639), (25, 0.012820639)]"
41,41,"서로에게 너무 다정해서 그저 지켜보는것 만으로도 위로되는 기분

-

변우석 퍼스널컬러가 첫사랑이란 말이 괜히 나온 말이 아님. 교복이 진짜 말도 안되게 잘 어울림 ㅋㅎㅋㅎㅋ
혜윤이는 무슨 대사를 줘도 자연스럽게 소화하는게 그냥 경이로움 아 우리 단오
태성이 뒤에 날리는 톤 좋다—

그냥 작감배 역량 차이인가 진짜 근 몇년간 본 작품중에 제일 재밌는거같은데

-

순애최고","['서로', '다정', '위로', '기분', '변우석', '퍼스널', '컬러', '사랑', '교복', '혜윤', '대사', '자연', '소화', '경이', '단오', '태성', '감배', '역량', '차이', '작품', '순애', '최고']",9,0.9199,"[(9, 0.91987044)]"
42,42,"매화마다 반전의 여운이 너무 딥해서, 끝없이 다시 1화로 회귀하는 시청자들.","['매화', '반전', '여운', '화로', '회귀', '시청자']",13,0.4077,"[(4, 0.20769046), (13, 0.40769222), (19, 0.2076901)]"
43,43,"14화 보고 있는 지금.. 꺼버리고 이거 쓴다.
그냥 2화까지만 좋았던 걸로 해야겠다^^..
내용이 너무 산으로 간다.
쓸 내용 없으면 6부작이나 8부작으로 끝내는 게 좋지 않았을까?^^
개짱난다.","['내용', '내용', '부작', '부작', '개짱']",21,0.8077,"[(21, 0.8076916)]"
44,44,"[24.04.08.-24.05.28. / 16부작 / 월,화]
[크랭크인/업 23.06.23.-24.04.10.]
+ 스트리밍: 티빙
+ 웹소설 ‘내일의 으뜸’ 원작","['부작', '월화', '크랭크', '인업', '스트리밍', '티빙', '소설', '내일', '으뜸', '원작']",23,0.2912,"[(7, 0.14835013), (13, 0.15919302), (21, 0.2803678), (23, 0.29120764)]"
45,45,"이건 무슨 체험형 회귀물인가.
나를 계속 전회차로 전전회차로 전전전회차로...
결국 1화로 계속 계속 회귀시켜버리네.
-
내 입꼬리.광대. 둘다 내려와.
니 연애 아니야.
-
이민호 하면 구준표고
박보검 하면 택인거마냥
변우석은 이 드라마로 아주 오래도록 선재일듯.
-
솔이는 3번이지만 우리는 16번이다.
앞으로 4번남았다.
-
아. 아니구나. Nnnnnnnnn....... 번 남았구나.

+
작가님, 감독님.
정신차리면 선재 찾아보느라 자꾸 시간이 없어지는데,
어떻게 책임지실겁니까???!!
이렇게 무서운 드라마를 만드시면 어쩌라구요.
제 시간 돌려내세요!
가뜩이나 나이 많이먹어서 지금 시간이 별로 없는데요.
조속한 조치를 취해주셔야할 듯 합니다.
.
합의는 없습니다. 시즌2 외에는.","['체험', '귀물', '회차', '전전', '회차', '전전', '회차', '결국', '회귀', '입꼬리', '광대', '연애', '민호', '구준', '고박', '보검', '변우석', '드라마', '선재', 'Nnnnnnnnn', '작가', '감독', '정신', '선재', '시간', '드라마', '시간', '나이', '시간', '조치', '합의', '시즌']",19,0.3169,"[(0, 0.31305894), (14, 0.31475458), (19, 0.31689635)]"
46,46,항마력 딸려서 하차 ㅠㅠ,"['항마', '하차']",8,0.6795,"[(0, 0.012820568), (1, 0.012820568), (2, 0.012820568), (3, 0.012820568), (4, 0.012820568), (5, 0.012820568), (6, 0.012820568), (7, 0.012820568), (8, 0.6794858), (9, 0.012820568), (10, 0.012820568), (11, 0.012820568), (12, 0.012820568), (13, 0.012820568), (14, 0.012820568), (15, 0.012820568), (16, 0.012820568), (17, 0.012820568), (18, 0.012820568), (19, 0.012820568), (20, 0.012820568), (21, 0.012820568), (22, 0.012820568), (23, 0.012820568), (24, 0.012820568), (25, 0.012820568)]"
47,47,기억은 사라지지 않는다.,['기억'],3,0.5192,"[(0, 0.019230787), (1, 0.019230787), (2, 0.019230787), (3, 0.5192303), (4, 0.019230787), (5, 0.019230787), (6, 0.019230787), (7, 0.019230787), (8, 0.019230787), (9, 0.019230787), (10, 0.019230787), (11, 0.019230787), (12, 0.019230787), (13, 0.019230787), (14, 0.019230787), (15, 0.019230787), (16, 0.019230787), (17, 0.019230787), (18, 0.019230787), (19, 0.019230787), (20, 0.019230787), (21, 0.019230787), (22, 0.019230787), (23, 0.019230787), (24, 0.019230787), (25, 0.019230787)]"
48,48,"연인 후로 이런 가슴 아픈 사랑은 없을 줄 알았는데.. 너무 고통스러워
선재야 ㅠㅠ","['연인', '가슴', '사랑', '고통', '선재']",3,0.5192,"[(0, 0.01923092), (1, 0.01923092), (2, 0.01923092), (3, 0.51922697), (4, 0.01923092), (5, 0.01923092), (6, 0.01923092), (7, 0.01923092), (8, 0.01923092), (9, 0.01923092), (10, 0.01923092), (11, 0.01923092), (12, 0.01923092), (13, 0.01923092), (14, 0.01923092), (15, 0.01923092), (16, 0.01923092), (17, 0.01923092), (18, 0.01923092), (19, 0.01923092), (20, 0.01923092), (21, 0.01923092), (22, 0.01923092), (23, 0.01923092), (24, 0.01923092), (25, 0.01923092)]"
49,49,"덕분에 월요병 이겨내져서 감사합니다
여름 청춘물이라 감사합니다
혜윤이가 주연이라 정말 감사합니다
그냥 다 압도적 감사 ㅠㅠㅠㅠㅠㅠㅠㅠ","['덕분', '월요병', '감사', '여름', '청춘', '감사', '혜윤', '주연', '감사', '압도', '감사']",10,0.8112,"[(9, 0.10491227), (10, 0.81117034)]"
50,50,우린 항상 그리운 과거 속에서 살고있어요,['과거'],19,0.5192,"[(0, 0.01923086), (1, 0.01923086), (2, 0.01923086), (3, 0.01923086), (4, 0.01923086), (5, 0.01923086), (6, 0.01923086), (7, 0.01923086), (8, 0.01923086), (9, 0.01923086), (10, 0.01923086), (11, 0.01923086), (12, 0.01923086), (13, 0.01923086), (14, 0.01923086), (15, 0.01923086), (16, 0.01923086), (17, 0.01923086), (18, 0.01923086), (19, 0.51922846), (20, 0.01923086), (21, 0.01923086), (22, 0.01923086), (23, 0.01923086), (24, 0.01923086), (25, 0.01923086)]"
51,51,그랬나봐~⸜(*ˊᗜˋ*)⸝ ~ 나 널 좋아하나봐~~하루하루 니 생각만 나는걸~(˘▾˘~)(~˘▾˘)~,['생각'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
52,52,"어하루에 이어 이런 소재 넘넘 기다려왔다...
믿고 보는 김혜윤 배우!
클리셰적인 장면들이 예측 불가하게 흘러가서 더 새롭다 !!!!
마지막까지 아자🙏🙏","['하루', '소재', '김혜윤', '배우', '클리셰', '장면', '예측', '불가', '마지막', '아자']",11,0.6598,"[(11, 0.65983546), (24, 0.18631719)]"
53,53,"아니...선재만 업고 뛰지 왜 나까지 업고 튀는거야!
속도감있게 움직이는 타임슬립과 2000년대 학원물 감성, 지고지순한 운명의 사랑이 더해져 설렘 가득한 좋은 로맨스를 봤다
-순정을 논하거든 류선재를 빼놓지마라
-청순하고 귀여운 솔선커플 케미 100점 만점에 1000점!","['선재', '속도', '타임', '슬립', '학원', '감성', '지고지순', '운명', '사랑', '로맨스', '순정', '선재', '솔선', '커플', '만점']",20,0.3701,"[(2, 0.17307779), (18, 0.3094268), (20, 0.37005773)]"
54,54,"재밌었다. 내가선재가돼서솔이를사랑함.
그치만 부디 모든 타임슬립물 작가들이
논리구조와 레퍼런스 공부를 좀 더 많이 하고 오시길
그리고 장애학도 좀요. 제발요. 아무리 정상성의 맛tv라고 해도..........

+그리고 갓시은 찬양은 그만. 솔직히 작가정신이 아니라 공급자 정신이라고 해도 무방할 정도로 맛도리 서사공급에만 집중함. 그리고 살인자 서사는 필요없다고 해도 적어도 맥락은 있어야하지 않나? 정말 모든것이 둘의 사랑만을 위해 존재했다는 생각이 들어서 확 짜쳐지는 거임... 그래서 선업튀가 성공한 거지만ㅋㅋ...","['선재', '사랑', '타임', '슬립', '작가', '논리', '구조', '레퍼런스', '공부', '장애', '학도', '정상', 'tv', '찬양', '작가', '정신', '공급자', '정신', '정도', '도리', '서사', '공급', '집중', '살인', '필요', '맥락', '사랑', '존재', '생각', '선업', '성공']",14,0.7496,"[(14, 0.7495899), (15, 0.17940278)]"
55,55,"짜맞추기식 전개스토리가 너무 똥임.. 아 ㅡㅡ
와이프때문에 꾹꾹참고 본다","['전개', '스토리']",8,0.6795,"[(0, 0.012820548), (1, 0.012820548), (2, 0.012820548), (3, 0.012820548), (4, 0.012820548), (5, 0.012820548), (6, 0.012820548), (7, 0.012820548), (8, 0.6794863), (9, 0.012820548), (10, 0.012820548), (11, 0.012820548), (12, 0.012820548), (13, 0.012820548), (14, 0.012820548), (15, 0.012820548), (16, 0.012820548), (17, 0.012820548), (18, 0.012820548), (19, 0.012820548), (20, 0.012820548), (21, 0.012820548), (22, 0.012820548), (23, 0.012820548), (24, 0.012820548), (25, 0.012820548)]"
56,56,"다들 이 드라마만 얘기해서 보기 시작..
김혜윤 배우 연기 덕에 임솔 캐릭터 기세 너무 보기 좋다......🥺

아니 아이도루 팬심이.. 인류애를 뛰어넘을 사랑을...🥹
도대체 어떤 마음이 인간 하나를 저렇게까지 진심으로 좋아하고 응원해줄 수 있겠냐고..

- 90년대생 모여라,,,
추억의 핸드폰들, 싸이월드 이리 반갑냐...

너무 가볍게 코믹스럽지 않고 적당히 + 선 넘지 않고 웃겨서 좋다...

말자씨... 이 드라마 큐비트나규 ㅎㅅㅎ ㅠㅠㅠ 귀엽워,,,
현주도 귀여워,,,,

-----
1화.
아 사고 장면 너무 트라우마틱.... ㅠㅠ
팬 입장에 감정이입 돼서 엉엉...
집에 와서 치매 걸린 할머니 먼저 찾는거 ༼;´༎ຶ۝༎ຶ༽  내 눈물 버튼... ㅜㅜㅠ

3화...
'간만에' 과음 했더니 기억이 안 나네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

4화
이렇게 연결되다니... 스토리 대박...........
8ㅅ8

8화
음엄예.... 너무 수월하게 가는데요... 얼마나 큰게 숨겨져 있기에...

9화
김태성은 시대가 2009년으로 바껴도 핸드폰이 어째 2000년대 초에 머물고 있냐곸ㅋㅋㅋㅋㅋ

현주는 그 시절 넷용어 다 쓰는듯ㅋㅋㅋㅋㅋㅋㅋ
헐퀴,,,, 오랜만

mt 술게임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
외국인 시청자들 되게 흥미로워할듯

10화
밤고구마... 취소... ㅋㅋㅋㅋㅋㅋ
선재... 지독한 nf 같다....

11화
공강인데 학교를 간다...? 찐사...

12화
해변가 스토리 ㅋㅋㅋㅋㅋㅋ 꼭 저런 장면 넣어야제... 거의 교과서 수준 플롯ㅋㅋㅋㅋㅋ 이런 유머러스 너무 좋아.

근데 이때 삽입곡이...
*김원중 - 바위섬
5.18 광주 민주화운동 때 죽은 친구들을 기리는 곡..🥲
https://youtu.be/TRld1InVgw0?si=FZ94B1eZbmRS8whG","['드라마', '얘기', '시작', '김혜윤', '배우', '연기', '캐릭터', '기세', '인류애', '사랑', '마음', '인간', '진심', '응원', '대생', '추억', '핸드폰', '싸이월드', '코믹', '드라마', '큐비트', '현주', '사고', '장면', '트라우마', '입장', '감정', '이입', '치매', '할머니', '눈물', '버튼', '과음', '기억', '연결', '스토리', '대박', '화음', '엄예', '김태성', '시대', '핸드폰', '시절', '용어', '오랜만', 'mt', '게임', '외국인', '시청자', '흥미', '밤고구마', '취소', '선재', 'nf', '공강', '학교', '해변가', '스토리', '장면', '교과서', '수준', '플롯', '유머러스', '이때', '삽입곡', '김원중', '바위섬', '광주', '민주', '운동', '친구', 'httpsyoutu', 'beTRld', 'InVgw', 'siFZ', 'eZbmRS', 'whG']",6,0.3952,"[(5, 0.07077939), (6, 0.3951929), (13, 0.08901875), (16, 0.09007465), (19, 0.33045805)]"
57,57,손발이 다 오그라들 지경이다.,['손발'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
58,58,"너무너무 재밌어서 돌아버려...
이렇게 일찍 발들이면 안되는데 1주차에 봐버리는 바람에 일주일내내 다음편 언제하나만 생각하고 진짜 앓아누움... 선재야.. 솔아ㅋㅋㅋㅋㅋ
일일드라마로 해도 모자란데 주2회는 너무 가혹하니까 대신 100부작 가자!! 선재랑 솔이 할미할비 될때까지 보여주라고ㅋㅋㅋ
*
내가 환장하는 청춘물x타임슬립..게다가 쌍방구원.
진짜 이번에 다시 한번 제대로 느꼈다. 나는 늙어죽을때까지 이런드라마 좋아하겠구나...
영상도 너무 예쁘고, 김혜윤&변우석 역할에 찰떡이다.
요즘 뭘봐도 엄청 재밌진않고 보다만게 대부분이고, 남들이 열광하는것도 다 재미없었는데 선업튀가 찐이다 찐이야.
대부분 완결날때쯤 쭉 몰아보는게 일상이다보니.
다음편 기다리는게 진짜 힘들지만, 한편으로는 이렇게 애타는(?) 마음으로 기다려본게 언젠가 싶을정도로 오래된 일이라 다시 이런 기분을 느끼게해준 선업튀에게 고맙다ㅋㅋㅋ
음악도 기가 막히게 적절하게 써줘서 요즘 선업튀에 나온음악+선업튀ost+이클립스 노래 듣느라 바쁨.","['다음', '생각', '누움', '선재', '드라마', '가혹', '대신', '부작', '선재', '할미', '환장', '청춘', '타임', '슬립', '쌍방', '구원', '이번', '드라마', '영상', '김혜윤', '변우석', '역할', '찰떡', '대부분', '열광', '선업', '대부분', '완결', '일상', '다음', '한편', '마음', '정도', '기분', '선업', '음악', '요즘', '선업', '음악', '선업', 'ost', '클립스', '노래']",18,0.4895,"[(9, 0.10278335), (15, 0.3722918), (18, 0.48953953)]"
59,59,다시 생각해도 첫사랑+순정남에 삽입곡으로 그랬나봐를 쓴건 진짜 반칙임 ㅠㅠ,"['생각', '사랑', '정남', '삽입곡', '반칙']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
60,60,"정주행  앞으로  6회 남았네 ㅜ
이대로만  가준다면   👍👍👍👍👍
변우석  그리고  김혜윤  이곳에서  찰떡일세👏👏👏👏👏👏
매주 월화 기다려🥰🥰🥰","['주행', '변우석', '김혜윤', '찰떡', '월화']",13,0.5096,"[(12, 0.25961363), (13, 0.509615)]"
61,61,한국 청춘로코드라마의 최고봉이 이 작품이 될줄은 정말 몰랐다.,"['한국', '청춘', '드라마', '최고봉', '작품']",9,0.5012,"[(9, 0.50121444), (21, 0.268015)]"
62,62,"고등학생 시간대까지는 정말 미쳐서 봤는데, 뒤로갈수록 아쉬운점만 많아진다. 12부작 정도로 줄여서 군더더기 없이 진행했으면 어땠을까 싶기도. 2화 엔딩에 감기고, 중반까지 너무 재밌게봐서 더 아쉬움이 크다.","['고등학생', '시간', '부작', '정도', '군더더기', '진행', '엔딩', '중반', '아쉬움']",9,0.8798,"[(9, 0.87980545)]"
63,63,"평점높아서 기대하고 봤더니
겨우800명이 평가한 왓챠발 주작ㅠ
2화 일진 참교육에서 하차함ㅋ","['평점', '기대', '평가', '주작', '교육', '하차']",22,0.6078,"[(21, 0.2075803), (22, 0.6078028)]"
